pl_name,hostname,discoverymethod,disc_year,pl_orbper,pl_orbsmax,pl_bmassj,pl_radj,pl_eqt,st_teff,st_rad,st_mass,sy_dist
"Kepler-1321 d","Kepler-1321","Transit",2021,5.72092008600,,,0.23449392,,3640.00,0.503000,0.513000,769.14600000
"Kepler-26 b","Kepler-26","Transit",2011,12.28000000000,,0.01610924,0.24801499,,3914.00,0.512000,0.544000,335.30700000
"Kepler-398 d","Kepler-398","Transit",2016,6.83437001000,,,0.07850834,,4557.00,0.670000,0.720000,177.35500000
"KOI-351 c","KOI-351","Transit",2013,8.71937500000,0.0890000000,,0.10600000,,6080.00,1.200000,1.200000,848.25400000
"Kepler-221 c","Kepler-221","Transit",2014,5.69058600000,0.0590000000,,0.26100000,,5243.00,0.821000,,385.23100000
"K2-251 b","K2-251","Transit",2018,9.30075000000,0.0694000000,,0.20965296,437.00,3717.00,0.490000,0.520000,147.03000000
"Kepler-1280 b","Kepler-1280","Transit",2016,66.55790570000,,,0.16683023,,6227.00,1.320000,1.200000,1486.70000000
"Kepler-1100 b","Kepler-1100","Transit",2016,6.42200058000,,,0.15612454,,6247.00,1.340000,1.210000,693.61800000
"Kepler-356 c","Kepler-356","Transit",2014,13.12163200000,0.1150000000,,0.16100000,,6133.00,1.335000,,707.55900000
"HD 31527 d","HD 31527","Radial Velocity",2019,271.67370000000,0.8098000000,0.03720000,,,5898.00,,0.960000,38.44730000
"HD 143105 b","HD 143105","Radial Velocity",2016,2.19740000000,0.0379000000,1.21000000,,,6380.00,,1.510000,46.77890000
"Kepler-26 c","Kepler-26","Transit",2011,17.25590000000,,0.01950728,0.24266215,,3914.00,0.512000,0.544000,335.30700000
"Kepler-351 c","Kepler-351","Transit",2014,57.24809000000,0.2870000000,,0.28500000,,5643.00,0.854000,,1083.91000000
"Kepler-1914 b","Kepler-1914","Transit",2021,30.82789993000,,,0.26255557,,5982.00,0.960000,1.047000,1621.56000000
"Kepler-53 d","Kepler-53","Transit",2014,9.75196200000,0.0910000000,,0.18900000,,6085.00,0.958000,,1366.07000000
"Kepler-382 b","Kepler-382","Transit",2014,5.26215500000,0.0550000000,,0.11800000,,5600.00,0.945000,,935.44600000
"Kepler-946 b","Kepler-946","Transit",2016,11.79162572000,,,0.17218307,,5665.00,0.930000,0.940000,1137.29000000
"HD 100655 b","HD 100655","Radial Velocity",2011,157.57001000000,0.6800000000,1.61000000,,,4891.00,10.060000,2.280000,137.17800000
"Kepler-1402 b","Kepler-1402","Transit",2016,2.03387914000,,,0.06780266,,5416.00,0.870000,0.900000,1493.64000000
"Kepler-1572 b","Kepler-1572","Transit",2016,5.49548621000,,,0.08386118,,5618.00,0.950000,0.970000,946.60200000
"HD 132406 b","HD 132406","Radial Velocity",2007,908.00000000000,,5.94000000,,,,,0.973000,70.78320000
"Kepler-386 b","Kepler-386","Transit",2014,12.31043000000,0.0960000000,,0.12400000,,5178.00,0.767000,,882.46200000
"Kepler-104 b","Kepler-104","Transit",2014,11.42754800000,0.0940000000,,0.27700000,,5711.00,1.349000,,400.78500000
"HD 26161 b","HD 26161","Radial Velocity",2021,10942.29013000000,10.0870000000,28.46000000,,,,,1.120000,40.91280000
"Kepler-136 b","Kepler-136","Transit",2014,11.57890000000,0.1060000000,,0.18300000,,6165.00,1.355000,,420.81800000
"HD 25912 c","HD 25912","Radial Velocity",2022,26308.65619000000,17.8480000000,16.52700000,,,,,1.080000,49.16610000
"Kepler-967 b","Kepler-967","Transit",2016,13.22713379000,,,0.20965296,,5178.00,0.800000,0.840000,568.54600000
"K2-200 b","K2-200","Transit",2018,2.84988300000,,,0.12172350,,5233.00,0.791736,0.860208,184.13100000
"HD 155358 c","HD 155358","Radial Velocity",2007,391.90000000000,1.0200000000,0.82000000,,,5900.00,,0.920000,43.61970000
"Kepler-1960 b","Kepler-1960","Transit",2021,2.29794001600,,,0.11664727,,6371.00,1.072000,1.117000,1527.56000000
"Kepler-1510 b","Kepler-1510","Transit",2016,84.70392100000,,,0.29975912,,6200.00,1.280000,1.190000,1696.25000000
"K2-128 b","K2-128","Transit",2017,5.67581900000,0.0560000000,,0.12668391,,4469.51,0.777569,0.711248,114.63700000
"Kepler-1492 b","Kepler-1492","Transit",2016,16.75255007000,,,0.13292890,,4712.00,0.720000,0.770000,331.55300000
"K2-13 b","K2-13","Transit",2015,39.91488000000,0.2114000000,,0.16861451,511.00,5698.00,0.780000,0.800000,342.39400000
"Kepler-891 b","Kepler-891","Transit",2016,53.44945593000,,,0.57186190,,5887.00,1.070000,1.060000,2340.58000000
"Kepler-1660 AB b","Kepler-1660 A","Eclipse Timing Variations",2023,239.50440000000,,4.99200000,,,,1.491000,1.136600,1188.54000000
"Kepler-382 c","Kepler-382","Transit",2014,12.16270100000,0.0970000000,,0.14200000,,5600.00,0.945000,,935.44600000
"HD 113538 b","HD 113538","Radial Velocity",2010,663.20000000000,1.2400000000,0.36000000,,,4462.00,0.530000,0.585000,16.28170000
"K2-63 b","K2-63","Transit",2016,20.25700000000,0.1627000000,,0.28726916,,6771.00,1.630000,1.400000,517.53400000
"Kepler-818 b","Kepler-818","Transit",2016,10.03538581400,,,0.45588366,,5638.00,0.920000,0.940000,925.03700000
"Kepler-1795 b","Kepler-1795","Transit",2021,13.36019993000,,,0.14836462,,4500.00,0.688000,0.768000,
"Kepler-1055 b","Kepler-1055","Transit",2016,2.29503623300,,,0.10973325,,5723.00,0.940000,0.980000,389.39700000
"Kepler-989 b","Kepler-989","Transit",2016,7.96431535200,,,0.19716299,,5074.00,0.780000,0.820000,491.97800000
"Kepler-992 b","Kepler-992","Transit",2016,20.16034462000,,,0.14452672,,4944.00,0.740000,0.800000,259.63900000
"Kepler-1864 b","Kepler-1864","Transit",2021,3.88151001900,,,0.06727495,,5854.00,0.979000,1.030000,298.89400000
"K2-203 b","K2-203","Transit",2018,9.69520000000,0.0824000000,,0.11290000,738.40,5026.00,0.765000,0.793000,166.14700000
"Kepler-591 b","Kepler-591","Transit",2016,81.16942990000,,,0.30243554,,5677.00,0.940000,0.970000,785.13700000
"Kepler-966 b","Kepler-966","Transit",2016,99.74762200000,,,0.36845392,,5840.00,1.020000,1.020000,1027.80000000
"Kepler-253 c","Kepler-253","Transit",2014,10.28195100000,0.0890000000,,0.23600000,,5208.00,0.786000,,838.59500000
"Kepler-82 f","Kepler-82","Transit Timing Variations",2019,75.73200000000,0.3395000000,0.06575842,,,,0.898000,0.910000,904.32600000
"K2-252 b","K2-252","Transit",2018,13.81513000000,0.1041000000,,0.15523240,639.00,5152.00,0.820000,0.790000,228.83900000
"HD 200964 c","HD 200964","Radial Velocity",2010,852.50000000000,1.9600000000,1.21400000,,,4982.00,4.920000,1.390000,72.59220000
"HD 190984 b","HD 190984","Radial Velocity",2009,4885.00000000000,5.5000000000,3.10000000,,,5988.00,1.530000,0.910000,148.18700000
"HD 80913 b","HD 80913","Radial Velocity",2022,10839.83341000000,9.9500000000,23.61400000,,,,,1.110000,61.36030000
"Kepler-530 b","Kepler-530","Transit",2016,39.30941904000,,,0.26853421,,5697.00,0.890000,0.970000,457.70900000
"Kepler-758 d","Kepler-758","Transit",2016,20.49661970000,,,0.18913373,,6228.00,1.420000,1.160000,1502.32000000
"Kepler-351 b","Kepler-351","Transit",2014,37.05491900000,0.2140000000,,0.27300000,,5643.00,0.854000,,1083.91000000
"Kepler-33 d","Kepler-33","Transit",2011,21.77596000000,0.1662000000,,0.47700000,,5904.00,1.820000,1.291000,1209.16000000
"HD 125612 b","HD 125612","Radial Velocity",2007,557.69994000000,1.3490000000,2.97400000,,,,,1.050000,57.62070000
"HD 50499 b","HD 50499","Radial Velocity",2005,2447.10000000000,3.8330000000,1.63600000,,,6102.00,1.351000,1.253000,46.28450000
"HD 68402 b","HD 68402","Radial Velocity",2016,1103.00000000000,2.1800000000,3.07000000,,,5950.00,1.020000,1.120000,78.42930000
"HD 86081 b","HD 86081","Radial Velocity",2006,2.13784310000,0.0346000000,1.48000000,,,5939.00,1.460000,1.210000,103.93600000
"HD 103949 b","HD 103949","Radial Velocity",2019,120.87800000000,0.4390000000,0.03523896,,,4792.00,,0.770000,26.49970000
"HD 93385 b","HD 93385","Radial Velocity",2021,7.34260000000,0.0756000000,0.01321468,,,5977.00,,1.040000,43.34750000
"Kepler-247 d","Kepler-247","Transit",2014,20.47791200000,0.1400000000,,0.35200000,,5100.00,0.768000,,663.71100000
"Kepler-1098 b","Kepler-1098","Transit",2016,2.54307285500,,,0.11597823,,5794.00,0.990000,0.990000,1049.19000000
"EPIC 212499991 b","EPIC 212499991","Transit",2019,34.88500000000,,,0.14274244,,,,0.912000,283.29000000
"Kepler-251 e","Kepler-251","Transit",2014,99.64016100000,0.4040000000,,0.24700000,,5526.00,0.890000,,924.62500000
"tau Boo b","tau Boo","Radial Velocity",1996,3.31245680000,0.0490000000,4.32000000,,,6466.27,1.425880,1.320000,15.65210000
"K2-84 c","K2-84","Transit",2016,27.86000000000,0.1768000000,,0.18110447,,5652.00,0.930000,0.950000,284.87600000
"EPIC 206024342 b","EPIC 206024342","Transit",2019,4.50756000000,,,0.15166384,,,,0.928000,369.88800000
"Kepler-1044 b","Kepler-1044","Transit",2016,6.77408868000,,,0.23820145,,5985.00,1.110000,1.080000,1278.96000000
"Kepler-401 c","Kepler-401","Transit",2014,47.31821800000,0.2690000000,,0.19200000,,6117.00,1.333000,,965.56000000
"Kepler-1667 b","Kepler-1667","Transit",2020,83.57810000000,,,0.26620150,,5941.54,1.087510,1.090000,626.81900000
"Kepler-830 b","Kepler-830","Transit",2016,11.29695137000,,,0.15166384,,6037.00,1.110000,1.070000,
"Kepler-141 c","Kepler-141","Transit",2014,7.01060600000,0.0670000000,,0.12600000,,4910.00,0.787000,,301.18300000
"Kepler-260 b","Kepler-260","Transit",2014,8.18739900000,0.0750000000,,0.17900000,,5250.00,0.862000,,627.36500000
"Kepler-473 b","Kepler-473","Transit",2016,14.55731705000,,,0.36399322,,5816.00,1.340000,1.060000,905.93700000
"Kepler-246 c","Kepler-246","Transit",2014,11.18716100000,0.0950000000,,0.13400000,,5206.00,0.831000,,626.07800000
"Kepler-1953 b","Kepler-1953","Transit",2021,6.24565982800,,,0.11470683,,4858.00,0.707000,0.786000,605.63100000
"Kepler-1344 b","Kepler-1344","Transit",2016,4.76830490000,,,0.16415380,,5981.00,1.130000,1.090000,853.95900000
"Kepler-407 b","Kepler-407","Transit",2014,0.66931240000,,0.00607246,0.10616487,,5487.00,1.040000,0.990000,338.36800000
"Kepler-46 d","Kepler-46","Transit",2014,6.76658900000,0.0670000000,,0.14600000,,5309.00,0.790000,,777.06000000
"Kepler-870 b","Kepler-870","Transit",2016,21.35876210000,,,0.24801499,,5857.00,1.020000,1.010000,1259.46000000
"K2-319 b","K2-319","Transit",2020,26.68000000000,0.1516000000,,0.24890713,641.00,5440.00,0.898000,0.954000,209.07100000
"Kepler-1020 b","Kepler-1020","Transit",2016,96.91514960000,,,0.20340798,,5227.00,0.800000,0.870000,415.35800000
"Kepler-1285 b","Kepler-1285","Transit",2016,14.79674580000,,,0.08653760,,6170.00,1.280000,1.200000,422.26900000
"Kepler-678 b","Kepler-678","Transit",2016,7.27503724000,,,0.45856009,,5520.00,0.910000,0.940000,1826.15000000
"EPIC 206215704 b","EPIC 206215704","Transit",2019,2.25543600000,,,0.08921418,,3297.00,0.250000,,109.88800000
"HD 30856 b","HD 30856","Radial Velocity",2011,847.00000000000,1.8500000000,1.54700000,,,4895.00,4.400000,1.170000,131.19900000
"Kepler-1789 b","Kepler-1789","Transit",2021,80.23190308000,,,0.25259880,,5436.00,0.888000,0.920000,611.46100000
"Kepler-308 b","Kepler-308","Transit",2014,9.69492800000,0.0900000000,,0.18900000,,5895.00,0.941000,,1335.92000000
"Kepler-653 c","Kepler-653","Transit",2016,0.90037647600,,,0.06958694,,5665.00,1.190000,1.020000,595.63400000
"Kepler-631 b","Kepler-631","Transit",2016,17.97979059000,,,0.25872067,,6185.00,1.330000,1.240000,761.96600000
"HIP 79098 AB b","HIP 79098 AB","Imaging",2019,,345.0000000000,20.50000000,,2450.00,,,3.750000,145.79800000
"Kepler-554 b","Kepler-554","Transit",2016,1.90220855600,,,0.38272816,,5447.00,0.920000,0.930000,690.52500000
"Kepler-571 b","Kepler-571","Transit",2016,4.79859938800,,,0.23552502,,5527.00,0.900000,0.930000,723.87500000
"Kepler-328 c","Kepler-328","Transit",2013,71.31200000000,,0.12400000,0.48200000,,,1.060000,1.150000,2213.19000000
"Kepler-48 c","Kepler-48","Transit",2012,9.67395000000,,0.04596797,0.24177001,,5194.00,0.890000,0.880000,306.73800000
"Kepler-948 b","Kepler-948","Transit",2016,7.76846622000,,,0.16504595,,5679.00,0.940000,0.960000,868.01700000
"Kepler-363 d","Kepler-363","Transit",2014,11.93212500000,0.1070000000,,0.18300000,,5593.00,1.485000,,762.59600000
"Kepler-1530 d","Kepler-1530","Transit",2021,9.20761013000,,,0.29250663,,5678.00,1.303000,1.015000,489.87600000
"Kepler-738 b","Kepler-738","Transit",2016,24.58721573000,,,0.22303506,,5327.00,0.820000,0.860000,1113.65000000
"Kepler-82 b","Kepler-82","Transit",2012,26.44000000000,0.1683000000,0.03822798,0.36310108,,,0.898000,0.910000,904.32600000
"HD 23127 b","HD 23127","Radial Velocity",2006,1211.17000000000,2.3700000000,1.52700000,,,5843.00,1.490000,1.208000,93.85550000
"Kepler-1267 b","Kepler-1267","Transit",2016,13.03139450000,,,0.26853421,,6096.00,1.200000,1.150000,1379.43000000
"Kepler-583 b","Kepler-583","Transit",2016,6.51002530000,,,0.20340798,,5523.00,0.910000,0.940000,867.27100000
"Kepler-803 b","Kepler-803","Transit",2016,50.28638192000,,,0.33812115,,5919.00,1.120000,1.050000,639.77100000
"BD+49 828 b","BD+49 828","Radial Velocity",2015,2590.00000000000,4.2000000000,1.60000000,,,4943.00,7.600000,1.520000,442.04200000
"Kepler-265 d","Kepler-265","Transit",2014,43.13061700000,0.2360000000,,0.22200000,,5835.00,1.103000,,1280.25000000
"HD 20781 e","HD 20781","Radial Velocity",2019,85.50730000000,0.3374000000,0.04420000,,,5256.00,,0.700000,35.97150000
"Kepler-1459 b","Kepler-1459","Transit",2016,62.86916110000,,,0.12133107,,4828.00,0.740000,0.780000,455.47900000
"SR 12 AB c","SR 12 AB","Imaging",2010,,,13.00000000,,,,,,
"Kepler-1887 b","Kepler-1887","Transit",2021,19.94750023000,,,0.26091075,,5749.00,0.864000,0.961000,1366.18000000
"Kepler-301 b","Kepler-301","Transit",2014,2.50855300000,0.0360000000,,0.12000000,,5815.00,0.900000,,719.16600000
"HD 79498 b","HD 79498","Radial Velocity",2011,1807.00000000000,2.9800000000,1.34000000,,,5748.00,1.050000,1.080000,48.94890000
"Kepler-859 b","Kepler-859","Transit",2016,20.38177573000,,,0.27567134,,5020.00,0.770000,0.810000,839.90300000
"Kepler-338 e","Kepler-338","Transit Timing Variations",2014,9.34100000000,,0.02700000,0.13900000,,,1.735000,1.140000,552.79800000
"Kepler-196 b","Kepler-196","Transit",2014,20.73988600000,0.1380000000,,0.17000000,,5128.00,0.782000,,451.31200000
"Kepler-1562 b","Kepler-1562","Transit",2016,64.27377520000,,,0.31670979,,5760.00,1.050000,1.020000,2060.72000000
"K2-4 b","K2-4","Transit",2015,10.00341700000,0.0780000000,,0.18734945,,4014.73,0.569359,0.635026,231.82800000
"Kepler-674 b","Kepler-674","Transit",2016,2.24338184700,,,0.15077170,,4192.00,0.570000,0.600000,342.25400000
"HD 147873 c","HD 147873","Radial Velocity",2016,491.54000000000,1.3600000000,2.30000000,,,5972.00,2.290000,1.380000,109.05500000
"K2-214 b","K2-214","Transit",2018,8.59656000000,,,0.22392759,1001.00,5875.00,1.236000,1.030000,300.64000000
"Kepler-191 d","Kepler-191","Transit",2016,5.94504101700,,,0.20340798,,5215.00,0.800000,0.840000,594.46400000
"Kepler-361 b","Kepler-361","Transit",2014,8.48661600000,0.0860000000,,0.12900000,,6169.00,1.343000,,930.32000000
"K2-158 c","K2-158","Transit",2018,5.90279000000,0.0622000000,,0.11419395,948.00,5503.00,0.950000,0.920000,197.29900000
"Kepler-955 b","Kepler-955","Transit",2016,14.53244172000,,,0.27923990,,5350.00,0.840000,0.890000,550.38300000
"AB Pic b","AB Pic","Imaging",2005,,260.0000000000,13.50000000,,,,,,50.04750000
"GJ 849 b","GJ 849","Radial Velocity",2006,1925.31000000000,2.3200000000,0.89300000,,,3467.00,0.450000,0.450000,8.80058000
"Kepler-1147 b","Kepler-1147","Transit",2016,10.62784997000,,,0.23284860,,5941.00,1.140000,1.090000,1657.36000000
"Kepler-1398 c","Kepler-1398","Transit",2016,4.13827595000,,,0.09189045,,6126.00,1.180000,1.130000,852.20400000
"KIC 9663113 b","KIC 9663113","Transit",2015,572.38470000000,,,0.41038451,,6065.00,1.030000,0.980000,1594.74000000
"Kepler-224 c","Kepler-224","Transit",2014,5.92500300000,0.0580000000,,0.27800000,,5018.00,0.676000,,782.08800000
"K2-196 b","K2-196","Transit",2018,48.32422200000,,,0.32114420,,6045.00,1.538801,1.162095,584.87700000
"Kepler-279 e","Kepler-279","Transit",2025,98.35310000000,,0.17619570,,,,1.430000,1.164000,1037.40000000
"Kepler-1171 b","Kepler-1171","Transit",2016,1.44259224000,,,0.22838790,,7044.00,1.950000,1.580000,573.00000000
"K2-175 b","K2-175","Transit",2018,9.52598800000,,,0.18182147,,5909.00,1.420038,1.094693,247.26600000
"Kepler-640 b","Kepler-640","Transit",2016,22.24813967000,,,0.22838790,,5653.00,0.940000,1.010000,557.78700000
"BD+20 2457 b","BD+20 2457","Radial Velocity",2009,379.63000000000,1.4500000000,21.42000000,,,4137.00,49.000000,2.800000,1539.71000000
"Kepler-235 c","Kepler-235","Transit",2014,7.82490400000,0.0650000000,,0.11400000,,4255.00,0.554000,,428.01800000
"Kepler-1297 b","Kepler-1297","Transit",2016,1.68189002000,,,0.08653760,,5818.00,0.990000,0.990000,1439.47000000
"YZ Cet c","YZ Cet","Radial Velocity",2017,3.05989000000,0.0215600000,0.00358684,,410.30,3151.00,0.157000,0.142000,3.71207000
"Kepler-1148 b","Kepler-1148","Transit",2016,1.10446350900,,,0.15077170,,5054.00,0.770000,0.810000,625.69200000
"HD 187085 b","HD 187085","Radial Velocity",2006,1019.74000000000,2.1000000000,0.83600000,,,6117.00,1.270000,1.189000,45.89930000
"Kepler-235 e","Kepler-235","Transit",2014,46.18366900000,0.2130000000,,0.19800000,,4255.00,0.554000,,428.01800000
"Kepler-1041 b","Kepler-1041","Transit",2016,24.75764210000,,,0.26228923,,5957.00,1.080000,1.060000,1485.82000000
"Kepler-1311 b","Kepler-1311","Transit",2016,11.17269940000,,,0.11062539,,5748.00,1.400000,1.050000,866.33100000
"Kepler-169 d","Kepler-169","Transit",2014,8.34812500000,0.0750000000,,0.11200000,,4997.00,0.763000,,406.52900000
"KOI-351 h","KOI-351","Transit",2013,331.60296000000,,0.63870943,,,,,1.242000,848.25400000
"Kepler-1465 b","Kepler-1465","Transit",2016,31.82771110000,,,0.15790882,,4726.00,0.710000,0.750000,359.49700000
"Kepler-1454 b","Kepler-1454","Transit",2016,47.03194790000,,,0.16772237,,5448.00,0.860000,0.900000,780.56600000
"OGLE-TR-111 b","OGLE-TR-111","Transit",2004,4.01444630000,0.0473000000,,1.01900000,,,0.830000,,1068.33000000
"HD 51608 b","HD 51608","Radial Velocity",2019,14.07260000000,0.1059000000,0.04020000,,,5358.00,,0.800000,35.05530000
"Kepler-1110 b","Kepler-1110","Transit",2016,9.69312032000,,,0.23730931,,4781.00,0.700000,0.730000,726.82800000
"Kepler-461 b","Kepler-461","Transit",2016,8.31378305900,,,0.23017218,,5634.00,0.910000,0.980000,692.15800000
"HD 111232 b","HD 111232","Radial Velocity",2003,1169.13202000000,2.1480000000,7.96500000,,,,,0.960000,28.95710000
"Kepler-1058 b","Kepler-1058","Transit",2016,110.96546000000,,,0.24266215,,4644.00,0.690000,0.730000,491.99700000
"OGLE-TR-211 b","OGLE-TR-211","Transit",2007,3.67724000000,0.0510000000,1.03000000,1.36000000,,6325.00,1.640000,1.330000,1515.26000000
"Pr0211 b","Pr0211","Radial Velocity",2012,2.14610000000,0.0317600000,1.88000000,,,5300.00,0.827000,0.935000,182.71400000
"Kapteyn c","Kapteyn","Radial Velocity",2014,121.54000000000,0.3110000000,0.02200000,,,3550.00,0.291000,0.281000,3.93305000
"Kepler-563 b","Kepler-563","Transit",2016,22.18432708000,,,0.27567134,,5066.00,0.770000,0.800000,565.20700000
"K2-74 b","K2-74","Transit",2016,19.56660000000,0.1402000000,,0.20608440,,6060.00,0.980000,0.960000,377.82200000
"Kepler-671 b","Kepler-671","Transit",2016,4.28095858800,,,0.23998573,,5624.00,0.950000,0.970000,1168.26000000
"Kepler-1099 b","Kepler-1099","Transit",2016,2.16845259300,,,0.25247569,,5837.00,1.000000,1.010000,1022.80000000
"K2-16 b","K2-16","Transit",2015,7.61880000000,0.0667000000,,0.18021233,658.00,4742.00,0.660000,0.680000,334.96700000
"HD 142022 A b","HD 142022 A","Radial Velocity",2005,1928.00000000000,2.9300000000,4.44000000,,,5421.00,1.040000,0.900000,34.28020000
"Kepler-259 b","Kepler-259","Transit",2014,8.11531700000,0.0790000000,,0.25000000,,5938.00,0.898000,,1002.14000000
"GJ 180 c","GJ 180","Radial Velocity",2014,24.32900000000,0.1290000000,0.02013655,,,3371.00,,0.430000,11.94070000
"Kepler-384 b","Kepler-384","Transit",2014,22.59705300000,0.1480000000,,0.10000000,,5577.00,0.882000,,895.67800000
"Kepler-1238 b","Kepler-1238","Transit",2016,4.14787559000,,,0.17218307,,6386.00,1.480000,1.300000,1632.13000000
"Kepler-644 b","Kepler-644","Transit",2016,3.17391710300,,,0.28102418,,6747.00,1.810000,1.490000,1318.05000000
"Kepler-1710 b","Kepler-1710","Transit",2021,14.91110039000,,,0.28525707,,5650.00,0.899000,0.932000,305.19300000
"Kepler-1111 b","Kepler-1111","Transit",2016,8.79617863000,,,0.17842805,,6077.00,1.150000,1.100000,841.53600000
"Kepler-719 b","Kepler-719","Transit",2016,5.00731777900,,,0.76010349,,5777.00,0.980000,0.990000,2497.51000000
